date,time,location,operator,aboard,fatalities,f rate
12-Feb-35,?,"Off Point Sur, Californiia",Military - US Navy,83,2,0.024096386
7-Mar-35,?,"Schievelbein, Germany",Deruluft,3,0,0
15-Mar-35,?,"El Arish, Egypt",Misrair,6,3,0.5
29-Mar-35,?,"Off Samland, Germany",Deutsche Lufthansa,5,5,1
1-Apr-35,45,"Beauvais, France",Air France,3,1,0.333333333
6-Apr-35,1518,"Brilon, Germany",KLM Royal Dutch Airlines,7,7,1
1-May-35,1045,"Near Walsenberg, Colorado",Varney Air Lines,1,1,1
6-May-35,330,"Atlanta, Missouri",Trans Continental and Western Air,14,5,0.357142857
18-May-35,45,"Near Moscow, Russia",Gor'ky Eskadril'ya,50,50,1
18-May-35,1835,"Flint, Michigan",Knowles Flying Service of Detroit,12,3,0.25
27-May-35,1600,"Glendo, Wyoming",Wyoming Air Service,1,1,1
28-May-35,2225,"Maywood, Illinois",Chicago and Southern Airlines,2,2,1
29-May-35,?,"San Barbra, Honduras",?,9,6,0.666666667
24-Jun-35,1436,"Medellin, Colombia",Servicio Aereo Columbiano / SCADTA,20,17,0.85
14-Jul-35,940,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,20,6,0.3
19-Jul-35,1420,"Off Chandeleur Island, Mississippi",Wedell-Williams Air Service Corporation,2,2,1
20-Jul-35,1230,"Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,13,13,1
23-Jul-35,?,"Cardiff, United Kingdom",Jersey Airways,8,1,0.125
28-Jul-35,?,"El Retiro, Colombia",Fuerza Aerea Colombiana,5,5,1
7-Aug-35,800,"Cairo, Egypt",Ala Littoria,7,7,1
13-Aug-35,?,"Hangow, China",China National Aviation Corporation,?,?,#VALUE!
14-Aug-35,2345,"Near Gilmer, Texas",Delta Air Lines,4,4,1
15-Aug-35,2018,"Walakpa, near Point Barrow, Alaska",Private,2,2,1
15-Aug-35,2008,"Near Glendo, Wyoming",Aero Mayflower Transit Co,3,3,1
1-Sep-35,2300,"Burbank, California",Western Air Express,3,3,1
13-Sep-35,900,"Near Tambo, Panama",Panama Airways,8,8,1
2-Oct-35,955,"Off Finders Island, Victoria, Australia",Holyman Airways,5,5,1
7-Oct-35,219,"Near Cheyenne, Wyoming",United Air Lines,12,12,1
9-Oct-35,?,Gulf of Finland,Aero O-Y,6,6,1
21-Oct-35,1100,"Troy, New York",Chamberlin Flying Service,6,1,0.166666667
30-Oct-35,1940,"Cheyenne, Wyoming",United Air Lines,4,4,1
2-Nov-35,?,"Off Nhambupe, Brazil",Air France,4,4,1
9-Nov-35,440,"Near Fort Worth, Texas",Braniff Airlines,1,1,1
9-Nov-35,?,"Brindisi, Italy",Imperial Airways,13,12,0.923076923
11-Nov-35,?,"Istres, France",Air France,3,3,1
4-Dec-35,?,"Tours, France",Air Bleu,2,1,0.5
10-Dec-35,1645,"Croydon, England",Sabena,11,11,1
24-Dec-35,?,"Wroctaw, Poland",Deutsche Lufthansa,3,3,1
31-Dec-35,1915,"Off Alexandria, Egypt",Imperial Airways,13,12,0.923076923
14-Jan-36,?," Tres Esquinas, Colombia",Military - Fuerza Aerea Colombiana,16,13,0.8125
14-Jan-36,1932,"Goodwin, Arkansas",American Airlines,17,17,1
17-Jan-36,?,"Near Cordillera, Boliva",Lloyd Aereo Boliviano,13,13,1
21-Jan-36,1000,"Off Ajaccio, Corsica, France",Air France,6,6,1
29-Jan-36,?,"Denton, Texas",American Airlines,6,1,0.166666667
10-Feb-36,?,Atlantic Ocean,Air France,6,6,1
15-Feb-36,352,South Atlantic Ocean,Deutsche Lufthansa,4,4,1
5-Mar-36,?,"Near Tengya, China",China National Aviation Corporation,6,0,0
14-Mar-36,?,"Ovalle, Chile",Lan Chile,5,5,1
26-Mar-36,1100,"Amemeca, Mexico",Mexicana,14,14,1
1-Apr-36,1910,"Pavillon, New York",American Airlines,2,2,1
7-Apr-36,1020,"Uniontown, Pennsylvania",Trans Continental and Western Air,14,12,0.857142857
11-Apr-36,520,"Port of Spain, Trinidad",Pan American Airways,25,3,0.12
15-Apr-36,?,"Near Turin, Italy",Avio Linee Italiane,7,7,1
17-Apr-36,?,"Orvin, Switzerland",Deutsche Lufthansa,5,3,0.6
21-Apr-36,?,"Senlis, France",Sabena,2,2,1
30-Apr-36,?,"Basel, Switzerland",Swissair,2,2,1
16-May-36,?,"Mount Waverley, Australia",Holymans Airways,2,2,1
9-Jun-36,?,"Malmo, Sweden",A B Aerotransport,15,1,0.066666667
13-Jun-36,?,"Hannover, Germany",Deutsche Lufthansa,6,1,0.166666667
16-Jun-36,700,"Mt. Lihesten, Norway",Den Norske Luftfartskole,7,7,1
15-Jul-36,?,"Zagreb, Croatia",Aeroput,7,7,1
28-Jul-36,?,"Kulyab, Tajikistan",Aeroflot,6,6,1
31-Jul-36,1930,"Off Channel Islands, Jersey",Guernsey Airways,10,10,1
2-Aug-36,600,"Mazamet, France",Air France,3,3,1
3-Aug-36,?,"Ciudad Serdan,Mexico",Mexicana,1,1,1
5-Aug-36,2200,"St. Louis, Missouri",Chicago Southern Airlines,8,8,1
6-Aug-36,?,"Choco, Colombia",SCADTA,3,2,0.666666667
12-Aug-36,300,"Altenkirchen, Germany",British Airways,2,2,1
22-Aug-36,?,"Mirabella, Greece",Imperial Airways,11,2,0.181818182
5-Sep-36,2200,"Near Pittsburgh, Pennsylvania",Pittsburgh Skyways Inc.,11,10,0.909090909
24-Sep-36,?,"Benghazi, Libya",Ala Littoria SA,10,9,0.9
25-Sep-36,?,English Channel,Imperial Airways,2,2,1
28-Sep-36,?,"Walsenberg, Colorado",Varney Air Lines,3,3,1
29-Sep-36,?,"Napierville, Illinois",Blue Bird Air Service,4,4,1
6-Oct-36,?," Francisco Rueda,  Tabasco, Mexico",Mexicana,1,1,1
9-Oct-36,?,"Selby, North Yorkshire, United Kingdom",North Sea Aerial and General Transport,1,1,1
1-Nov-36,1500,"Near Tabarz, Germany",Deutsche Lufthansa,15,11,0.733333333
17-Nov-36,1400,"Nurnberg, Germany",Deutsche Lufthansa,16,4,0.25
19-Nov-36,338,"London, England",British Airways,4,2,0.5
4-Dec-36,1200,"Near Grenoble, France",Deutsche Lufthansa,6,6,1
6-Dec-36,?,"Near Moscow, Russia",Deruluft,14,9,0.642857143
7-Dec-36,1047,"Off Dakar, French West Africa",Air France,5,5,1
9-Dec-36,1030,"Croydon, England",KLM Royal Dutch Airlines,17,15,0.882352941
15-Dec-36,314,"Near Salt Lake City, Utah",Western Air Express,7,7,1
18-Dec-36,323,"Kellogg, Idaho",Northwest Orient Airlines,2,2,1
19-Dec-36,2047,"Near Milford, Pennsylvania",Eastern Air Lines,11,0,0
23-Dec-36,?,"Near Dallas, Texas",Braniff Airways,6,6,1
26-Dec-36,?,"Nanking, China",China National Aviation Corporation,?,?,#VALUE!
27-Dec-36,1938,"Newhall, California",United Air Lines,12,12,1
11-Jan-37,1030,"Near Playa V icente, Veracruz, Mexico",Mexicana,9,9,1
12-Jan-37,1107,"Near Newhall, California",Western Air Express,13,5,0.384615385
26-Jan-37,1730,"Oran, Algeria",Sabena,12,12,1
9-Feb-37,2050,"Off San Francisco, California",United Air Lines,11,11,1
19-Feb-37,1340,"McPherson Ranges, Queensland, Australia",Airlines of Australia,7,5,0.714285714
12-Mar-37,?,"Bathurst, Gambia",Deutsche Lufthansa,4,4,1
24-Mar-37,1400,"Near Ouroux, France",Imperial Airways,6,5,0.833333333
25-Mar-37,1840,"Clifton, Pennsylvania",Trans Continental and Western Air,13,13,1
26-Mar-37,?,"Wetnum, Germany",Deutsche Lufthansa,6,0,0
6-May-37,1925,"Lakehurst, New Jersey",Deutsche Zeppelin Reederei,97,35,0.360824742
20-May-37,?,"Stuttgart, Germany",Deutsche Lufthansa,4,4,1
2-Jun-37,?,Desertores Island Región de Los Lagos,Fuerzs Aerea De Chile,9,9,1
20-Jun-37,?,?,ENTA,6,6,1
2-Jul-37,?,"Off Lae, New Guinea",Private - Purdue Reasearch Foundation,2,2,1
28-Jul-37,1040,"Hal, Belgium",KLM Royal Dutch Airlines,15,15,1
2-Aug-37,?,"Wadi Halfa, Sudan",Ala Littoria,9,9,1
2-Aug-37,1938,"Off Cristobal, Panama",Pan American Grace Airways,14,14,1
6-Aug-37,?," Bistrita, Romania",Aeroflot,5,5,1
8-Aug-37,1050,"Chilang Point, Bias Bay, China",China National Aviation Corporation,11,3,0.272727273
10-Aug-37,440,"Daytona Beach, Florida",Eastern Air Lines,9,4,0.444444444
23-Aug-37,?,"San Luis, Argentina",Pan American Grace Airways,3,3,1
27-Aug-37,?,"Wau, Papua New Guinea",Guinea Airways,1,1,1
1-Oct-37,?,"Phaleron Bay, Greece",Imperial Airways,14,2,0.142857143
6-Oct-37,1225,"Palembang, Netherlands Indies",KLM Royal Dutch Airlines,11,4,0.363636364
17-Oct-37,2100,"Haydens Peak, Wyoming",United Air Lines,19,19,1
27-Oct-37,423,Off Western Africa,Air France,7,7,1
11-Nov-37,?,"Warsaw, Poland",Lot Polish Airlines,11,4,0.363636364
12-Nov-37,1650,"Mannheim, Germany",Deutsche Lufthansa,12,10,0.833333333
12-Nov-37,?,"Warsaw, Poland",LOT,11,4,0.363636364
16-Nov-37,1530,"Ostende, Belgium",Sabena,11,11,1
26-Nov-37,?,"Croydon, United Kingdom",Deutsche Lufthansa,3,3,1
4-Dec-37,?,"Munich, Germany",Ala Littoria,17,4,0.235294118
5-Dec-37,900,"Brindisi Harbor, Italy",Imperial Airways,19,2,0.105263158
5-Dec-37,?," Brindisi, Italy",Imperial Airways,8,2,0.25
8-Dec-37,?,"Saint Sauveur, France",Air France,7,2,0.285714286
24-Dec-37,1730,"Kasperske Hory, Czechoslovakia",Air France,3,3,1
4-Jan-38,?,"Frankfurt, Germany",Lufthansa,6,6,1
10-Jan-38,1507,"Bozeman, Montana",Northwest Orient Airlines,10,10,1
11-Jan-38,803,"Pago Pago, U.S. Samoa",Pan American World Airways,7,7,1
12-Jan-38,?,"North Pine, Ontario, Canada",General Airways,1,1,1
2-Feb-38,c 20:40,"Off San Clemente Island, California",Military - U.S. Navy / Military - U.S. Navy,14,11,0.785714286
5-Feb-38,?,"Kandalaksha, Russia",TsAGI,19,13,0.684210526
9-Feb-38,?,"Guadalupe, Mexico",Mexicana,2,2,1
9-Feb-38,730,"Marseille, France",Air France,12,8,0.666666667
13-Feb-38,1430,Mediterranean Sea,Ala Littoria SA,14,14,1
22-Feb-38,445,"Pontoise, France",Deutsche Lufthansa,3,3,1
1-Mar-38,21:30,"Near Wawona, Cailifornia",Trans Continental and Western Air,9,9,1
7-Mar-38,?,"Datia, India",Air France,7,7,1
8-Mar-38,?,"Somerton, Australia",Australian National Airways,1,1,1
23-Mar-38,700,"Corsavy, France",Air France,8,8,1
30-Apr-38,1400,"Near Formia, Italy",Ala Littoria,19,19,1
5-May-38,?,"Balbuena, Mexico",Lineas Aéreas Mineras,6,1,0.166666667
10-May-38,?,"Mangere, New Zealand",United Airways of New Zealand,2,2,1
16-May-38,1407,"Near Saugus, California",Northwest Orient Airlines,9,9,1
22-May-38,1340,"Sao Paulo, Brazil",Cruzeiro do Sul,17,6,0.352941176
24-May-38,2217,"Cleveland, Ohio",United Air Lines,10,10,1
27-May-38,?,"Alberno Canal, BC, Canada",Ginger Coote Airways,1,1,1
27-May-38,?,"Langeoog, Germany",Deutsche Lufthansa,3,3,1
8-Jun-38,?,"Near Singida, Tanzania",Wilson Airways,3,3,1
19-Jun-38,?,"Mount  Mercedario, Chile",Pan American Grace Airways,4,4,1
8-Jul-38,256,"Billings, Montana",Northwest Orient Airlines,10,1,0.1
14-Jul-38,800,"Off Sardinia, Italy",Ala Littoria,20,20,1
19-Jul-38,?,Andes,Panagra,4,4,1
22-Jul-38,1740,"Stulpica, Romania",LOT Polish Airlines,14,14,1
27-Jul-38,?,"Kisumu, Kenya",Imperial Airways,4,4,1
29-Jul-38,411,Pacific Ocean between Manila and Guam,Pan American World Airways,15,15,1
10-Aug-38,?,"Debrecen, Hungary",Magyar Legiforagalmi,12,12,1
10-Aug-38,?,"Shishijima, Japan",Dai Nippon,6,6,1
12-Aug-38,1230,"Near San Andres Tuxtla, VeraCruz, Mexico",Mexicana,11,11,1
13-Aug-38,1100,"Kiel, Germany",CSA Czech Airlines,17,16,0.941176471
15-Aug-38,?,"Guanabara, Brazil",Syndicato Condor,9,9,1
18-Aug-38,?,"Bucharest, Romania",LOT Polish Airlines,7,0,0
18-Aug-38,1700,"Montnago, Italy",Macchi,15,15,1
24-Aug-38,800,"Wangmoon, China",China National Aviation Corporation,17,14,0.823529412
24-Aug-38,?,"Tokyo, Japan",Japan Air / Japan Flying School,5,5,1
29-Aug-38,c 23:00,"Near Tucumcari, New Mexico",Transcontinental &Western Air,11,0,0
29-Aug-38,930,"Innisfail, Australia",North Queensland Airways,9,5,0.555555556
1-Oct-38,?,"Off Bathurst, Gambia",Deutsche Lufthansa,4,4,1
1-Oct-38,?,"Grisons, Switzerland",Deutsche Lufthansa,13,13,1
10-Oct-38,1100,"Soest, Germany",Sabena,20,20,1
25-Oct-38,1345,"Mt. Dandenong, Australia",Australian National Airways,18,18,1
2-Nov-38,?,"Somerset, England",British Airways,2,2,1
4-Nov-38,10:50,"Channel Islands, Jersey",Jersey Airways,14,14,1
14-Nov-38,1841,"Schiphol, Amsterdam",KLM Royal Dutch Airlines,19,6,0.315789474
18-Nov-38,51,"Regina, Saskatchewan, Canada",Trans Canada Air Lines,2,2,1
26-Nov-38,1520,"Bathurst, Gambia",Deutsche Lufthansa,15,12,0.8
27-Nov-38,?,"Bagdad, Iraq",Imperial Airways,6,4,0.666666667
29-Nov-38,530,"Off Point Reyes, California",United Air Lines,7,5,0.714285714
2-Dec-38,755,"Mexico City, Mexico",Mexicana,8,8,1
8-Dec-38,c 09:00,"Off Kuba Island, Okinawa",Japan Aviation Corporation,15,10,0.666666667
9-Dec-38,1120,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,4,4,1
12-Dec-38,?,"Darwin, Australia",Qantas,13,13,1
7-Jan-39,1630,"Paris, France",Swissair,17,5,0.294117647
13-Jan-39,?,"Rio de Janeiro, Brazil",Syndicato Condor,10,10,1
13-Jan-39,2115,"Miles City, Montana",Northwest Orient Airlines,4,4,1
18-Jan-39,759,"Katherine, Australia",Guinea Airways,4,4,1
21-Jan-39,1230,Atlantic Ocean between N.Y. and Bermuda,Imperial Airways,13,3,0.230769231
12-Feb-39,1415,"Juneau, Alaska",Marine Airways,6,6,1
24-Feb-39,945,"Near Roubien, France",Deutsche Lufthansa,10,10,1
14-Mar-39,?,"Haren, Belgium",Sabena,3,3,1
16-Mar-39,?,"Manzanares, Colombia",Deutsche Lufthansa,8,8,1
18-Mar-39,1317,"Near Adler, Washington",Boeing Aircraft Company,10,10,1
26-Mar-39,1448,"Oklahoma City, Oklahoma",Braniff Airlines,12,8,0.666666667
3-Apr-39,?,"Near Marrakech, Morocco",Air France,9,9,1
1-May-39,?,"Lumbo, Mozambique",Imperial Airways,4,2,0.5
2-May-39,1530,"Near Marrakech, Morocco",Air France,9,9,1
8-May-39,1200,"Guayaquil, Ecuador",Military - Ecuadorian Air Force,1,1,1
6-Jun-39,925,"Schiphol, Amsterdam",KLM Royal Duch Airlines,4,0,0
10-Jun-39,1620,"Vlissingen, The Netherlands",KLM Royal Dutch Airlines,3,3,1
20-Jun-39,?, Forest-in-Teesdale. United Kingdom, British American Air Services,3,3,1
20-Jul-39,1850,"Konstanz, Switzerland",Swissair,6,6,1
4-Aug-39,?,"Barcelona, Spain",Deutsche Lufthansa,7,7,1
13-Aug-39,1635,"Rio de Janerio, Brazil",Pan American World Airways,16,14,0.875
15-Aug-39,1300,"Off Copenhagen, Denmark",British Airways,6,5,0.833333333
28-Aug-39,?,"Lahore, India",Indian National Airways,2,2,1
30-Aug-39,?,"Hannover, Germany",Deutsche Lufthansa,7,7,1
26-Sep-39,1410,North Sea,KLM Royal Dutch Airlines,20,1,0.05
10-Oct-39,730," Calarmar, Colombia",Scarta,5,5,1
20-Nov-39,?,"Gosport, England",British Airways,2,2,1
18-Dec-39,815,South of Gibraltar,Iberia Airlines,9,9,1
21-Dec-39,1300,Off Malta-Luqa,British Airways,8,5,0.625
24-Dec-39,800,"Mogador, Morocco",Linee Aeree Italiane,7,7,1
22-Jan-40,?,"Denpasar, Indonesia",KNILM,9,8,0.888888889
10-Feb-40,?,"Near Cosenza, Italy",Ala Littoria SA,10,10,1
27-Feb-40,c 10:00,"Near Bucaramanga, Columbia",SCADTA,11,11,1
1-Mar-40,1320,Gulf of Oman,Imperial Airways,8,8,1
16-Mar-40,?,"Stromboli Island, Italy",Ala Littoria,14,14,1
22-Apr-40,?,"Near Loch Lomond, Scotland",British Overseas Airways,5,5,1
2-Jun-40,?,"El Segundo, California",Douglas Aircraft Company,5,5,1
14-Jun-40,1400,"Off Prangli Island, Gulf of Finland, Estonia",Aero O-Y,9,9,1
20-Jun-40,?,"Near Ouistreham, France",Air France,1,1,1
7-Jul-40,?,Gulf of Tonkin,Air France,4,4,1
9-Aug-40,?,"Hannover, Germany",Deutsche Lufthansa,13,2,0.153846154
13-Aug-40,1015,"Near Canberra, Australia",Military - Royal Australian Air Force,10,10,1
22-Aug-40,?," Gospic,,Coatia",Aeroput,11,11,1
23-Aug-40,?,"Cluj, Romania",LARES,15,15,1
31-Aug-40,1441,"Near Lovettsville, Virginia",Pennsylvania Central Airlines,25,25,1
22-Oct-40,?,"Osijek, Croatia",Aeroput,12,7,0.583333333
29-Oct-40,?,"Near Changyi, China",China National Aviation Corporation,14,9,0.642857143
29-Oct-40,?,"Berlin, Germany",Deutsche Lufthansa,15,2,0.133333333
4-Nov-40,1910,"Near Rincon, Bolivia",Lloyd Aero Boliviano SA,17,17,1
4-Nov-40,442,"Near Centerville, Utah",United Air Lines,10,10,1
8-Nov-40,?,"Rio de Janeiro, Brazil",VASP,18,18,1
8-Nov-40,1502,"Brandenburg, Germany",Deutsche Lufthansa,29,29,1
27-Nov-40,?,Mediterranean Sea,Air France,6,6,1
4-Dec-40,1748,"Chicago, Illinois",United Air Lines,16,10,0.625
24-Dec-40,1130,"Capri Island, Italy",Ala Littolia,7,7,1
10-Jan-41,1200,Mediterranean Sea,LATI,16,16,1
15-Jan-41,1205,"Off  Fernando de Noronha, Brazil",LATI,10,10,1
17-Jan-41,1200,"Near Nagyvarad, Hungary",Malert Airlines,16,12,0.75
20-Jan-41,?,"Near Kian, China",China National Aviation Corporation,6,5,0.833333333
23-Jan-41,413,"Near Robertson, Missouri",Trans Continental and Western Air,13,2,0.153846154
6-Feb-41,200,"Armstrong, ON, Canada",Trans Canada Air Lines,12,12,1
26-Feb-41,1150,"Atlanta, Georgia",Eastern Air Lines,16,9,0.5625
1-Mar-41,1550,"Trontheim, Norway",Deutsche Lufthansa,12,3,0.25
28-Mar-41,1145,"Elands Bay, South Africa",South African Airways,10,10,1
3-Jun-41,1700,Atlantic Ocean,Great Western and Southern Air Lines,6,6,1
18-Jun-41,?,"Bucharest, Romania",LARES,18,0,0
21-Jun-41,?,Sea of Japan,Manchurian Air Lines,18,18,1
30-Jul-41,915,"Rome, Italy",Ala Littoria,25,5,0.2
10-Aug-41,2035,"Arran, Scotland",Military -Royal Air Force,22,22,1
14-Aug-41,2040,"Ayr, Scotland",Military - Royal Air Force,22,22,1
18-Aug-41,?,"Near Sao Paulo, Brazil",Panair do Brasil,14,8,0.571428571
27-Aug-41,?,"Coen, Australila",Airlines of Australia,3,3,1
1-Sep-41,?,"Campbeltown, Argyll, Scotland",British Overseas Airways,10,10,1
1-Sep-41,1340,"Bollemont, France",Air France,17,15,0.882352941
3-Oct-41,1748,"San Juan, Puerto Rico",Pan American World Airways,15,2,0.133333333
28-Oct-41,?,"Near Petrich, bulgaria",Deutsche Lufthansa,13,13,1
30-Oct-41,204,"Near Moorhead, Minnesota",Northwest Orient Airlines,15,14,0.933333333
30-Oct-41,2210,"St. Thomas, Ontario, Canada",American Airlines,20,20,1
29-Nov-41,555," Chardzhou, Turkmenistan",Aeroflot,36,7,0.194444444
11-Dec-41,?,"Miami, Florida",Pan American Airways,3,3,1
26-Dec-41,1126," Baiserke, Kazakhstan",Aeroflot,34,26,0.764705882
29-Dec-41,?,"Sabang, Indonesia",BOAC,4,4,1
16-Jan-42,1920,"Near Las Vegas, Nevada",Trans Continental and Western Air,22,22,1
20-Jan-42,?," Kupang, Indonesia",Military - Royal Australian Air Force,11,11,1
26-Jan-42,?,"Kupang, Timor",KNILM,5,5,1
30-Jan-42,800,"Near Kupang, Timor",Qantas,18,13,0.722222222
15-Feb-42,850,"English Channel, near Plymouth, England",British Overseas Airways,9,9,1
19-Feb-42,?," Zhengzhou-Xinzheng, China",China National Aviation Corporation,1,1,1
20-Feb-42,?,"Off Belmont, Brisbane, Australia",Qantas,9,9,1
28-Feb-42,?,Indian Ocean,British Overseas Airways,20,20,1
3-Mar-42,?,"Wyndham, Australia",KNILM,12,8,0.666666667
3-Mar-42,?,"Off Broome, Australia",Military - U.S. Army Air Force,21,20,0.952380952
14-Mar-42,2130,"Kunming, China",China National Aviation Corporation,17,13,0.764705882
21-Apr-42,2127,"Pine Creek, Australia",Guinea Airways Limited,12,12,1
1-May-42,2300,"Salt Lake City, Utah",United Air Lines,17,17,1
12-May-42,1151,"Miles City, Montana",Northwest Orient Airlines,14,3,0.214285714
19-May-42,?,"Near Rome, Italy",LATI,20,20,1
1-Jul-42,1200,"Near Premier, West Virginia",Military - U.S. Army Air Forces,21,21,1
7-Jul-42,?,"Off Broken Head, Australia",Military - Royal Australian Air Force,10,10,1
20-Jul-42,?,"Llanfair, England",Military - Royal Air Force,13,13,1
13-Aug-42,?,"Algiers, Algeria",Air France,10,4,0.4
21-Aug-42,?,?,Deutsche Lufthansa,4,4,1
22-Aug-42,1300,Trinidad,KLM Royal Dutch Airlines,13,13,1
23-Aug-42,1342,"Near Dunbeath, Scotland",Military - Royal Air Force,15,14,0.933333333
24-Sep-42,?,Off West Africa,British Overseas Airways,19,19,1
27-Sep-42,?,"Ameur el Ain, Algeria",Air France,25,25,1
28-Sep-42,900,"Near Sao Paulo, Brazil",Panair do Brasil SA,15,15,1
1-Oct-42,?,"Kunming, China",China National Aviation Corporation,?,?,#VALUE!
1-Oct-42,930,"Near Coamo, Puerto Rico",Military - U.S. Army Air Forces,22,22,1
3-Oct-42,1905,"Botwood, Newfoundland",American Export Airlines,37,11,0.297297297
22-Oct-42,1340," Yanaul, Russia",Aeroflot,12,10,0.833333333
22-Oct-42,?,"Budapest, Romania",Deutsche Lufthansa,17,17,1
23-Oct-42,17:15,"Palm Springs, California",American Airlines / Military - USAF,13,12,0.923076923
24-Oct-42,?," La Esperanza, Colombia",Avianca,6,6,1
30-Oct-42,?,Norway,Military - Royal Air Force,10,10,1
17-Nov-42,?,"Near Kranoyarsk, Russia",Kranoyarskie Vozhjushnye Trassy,20,20,1
12-Dec-42,?,"Near Tashkent, Russia",Aeroflot,36,36,1
15-Dec-42,122,"Fairfield, Utah",Western Airlines,19,17,0.894736842
19-Dec-42,1600,"Near Vienna, Austria",DDL,16,2,0.125
20-Dec-42,1900,"Near Chilliwack, British Columbia, Canada",Canadian Pacific Air Lines,13,13,1
9-Jan-43,1030,"Near Cabo Ruivo, Marine Base, Lisbon, Portugal",British Overseas Airways,15,13,0.866666667
15-Jan-43,?,"Near Paramarino, Dutch Guyana",Military - U.S. Army Air Forces,35,35,1
18-Jan-43,2300,"Off the Brazilian coast,  Atlantic Ocean",Military - U.S. Army Air Forces,26,26,1
21-Jan-43,730,"Ukiah, California",Pan American World Airways,19,19,1
22-Jan-43,1515,"Near Chaparra, Peru",Pan American Grace Airlines,15,14,0.933333333
9-Feb-43,?,"Near Gander, Newfoundland",British Overseas Airways,21,19,0.904761905
18-Feb-43,1230,"Seattle, Washington",Private - Boeing Aircraft Company,10,10,1
22-Feb-43,647,"Lisbon, Portugal",Pan American World Airways,39,25,0.641025641
11-Mar-43,?,"Luishui, China",China National Aviation Corporation,3,3,1
13-Mar-43,?,"Himalaya, China",China National Aviation Corporation,3,3,1
27-Mar-43,515,"Archerfield Aerodrome, Queensland, Australia",Military - Royal Australian Air Force,24,24,1
4-Apr-43,140,North Sea,British Overseas Airways,7,7,1
22-Apr-43,2000,"Off Port Moresby, New Guinea",Qantas,31,13,0.419354839
1-Jun-43,1100,Off the coast of France,British Overseas Airways,17,17,1
7-Jun-43,400,"Red Springs, North Carolina",Military - U.S. Army Air Forces,20,20,1
8-Jun-43,55," Noumea,  New Caledonia",Military - US Navy,23,23,1
14-Jun-43,600,"Near Mackay, OLD, Australia",Military - U.S. Army Air Forces,41,40,0.975609756
16-Jun-43,?,"Khartoum, Sudan",British Overseas Airways,17,17,1
30-Jun-43,?,"Khartoum, Sudan",British Overseas Airways,16,16,1
4-Jul-43,2300,Gibraltar,?,13,12,0.923076923
27-Jul-43,?,"Naknek AFB, Alaska",Military - US Army,11,11,1
28-Jul-43,520,"Brandon Head, Ireland",British Overseas Airways,25,10,0.4
28-Jul-43,2243,"Trammel, Kentucky",American Airlines,22,20,0.909090909
1-Aug-43,1500,"Ploesti, Romania",Military - U.S. Army Air Forces,10,10,1
7-Aug-43,520,"Off Townsville, Australia",Military - U.S. Air Force,27,27,1
11-Aug-43,?,"Fort Hertz, China",China National Aviation Corporation,3,3,1
14-Aug-43,412,"Rhodes, Greece",LATI,17,17,1
27-Aug-43,900,"Rio de Janeiro, Brazil",VASP,21,18,0.857142857
27-Aug-43,2341,North Sea,AB Aerotransport,7,7,1
10-Sep-43,1600,"Off Galveston, Texas",Military - U.S. Army Air Forces,22,22,1
20-Sep-43,850,"Near Maxton, North Carolina",Military - U.S. Army Air Forces,25,25,1
